,0,1,2,3,4,5,6
-0.099609375,-0.21079795015353975,0.0317035642486656,0.03433230191218058,0.08333067093271511,0.08445077553020494,-0.01811613902659814,-0.1042859588829679
-0.09765625,-0.20246900636836349,0.03328714633388204,0.036788748976487755,0.0788076600244784,0.08926921020558012,-0.01341625600173615,-0.09457610895409789
-0.095703125,-0.1929982618702376,0.03447614703721042,0.036628658987974336,0.07413899687379338,0.08935288642396418,-0.013562187239988427,-0.08803252072279105
-0.09375,-0.18280876570181998,0.03491479207177201,0.03415831580883323,0.06966082037368852,0.08435777640827667,-0.01912312271898497,-0.086031805922274
-0.091796875,-0.1737505806781333,0.033702783216291034,0.02912912523033581,0.06487855557112207,0.0745186309354119,-0.029665200665820332,-0.08912701485916107
-0.08984375,-0.16834461583679589,0.029708078763037944,0.02099185034421267,0.05857589256072832,0.06078268922249519,-0.04375717224250892,-0.0966980443440448
-0.087890625,-0.16850323638974718,0.02221174159960338,0.009543205050226237,0.049433731693758164,0.04487664070215059,-0.05916402716679608,-0.10688737084026063
-0.0859375,-0.17429874585712632,0.011584553336624457,-0.004395228308596467,0.03690324336157573,0.029171045966836926,-0.07323005039672026,-0.11692394045804971
-0.083984375,-0.1833799359662224,-0.0003688491603951282,-0.01867627105568491,0.021924475990055255,0.016271245694870484,-0.0833987951991535,-0.12379873856998513
-0.08203125,-0.1913943324349007,-0.010653966142286458,-0.03016312170544546,0.007107684426884931,0.00838998772091122,-0.0877609080858314,-0.1251074555019223
-0.080078125,-0.19335354703555174,-0.0159316141281558,-0.035668980093068105,-0.0038059220541192406,0.006685702410386619,-0.08548925715211635,-0.11978319280370553
-0.078125,-0.18545816905343662,-0.013703683102952498,-0.03316880480140579,-0.007093358634837452,0.010811121581350619,-0.0770360476781014,-0.10845723622679276
-0.076171875,-0.16665982249126848,-0.0033927020841045324,-0.022780386298173923,-0.0004288992393369961,0.01887581065585087,-0.06402453463982061,-0.09330478817856663
-0.07421875,-0.13929668082701782,0.013139137052187026,-0.007057062089620452,0.01601749618430131,0.02789077829680279,-0.04885486407945758,-0.07741192810296556
-0.072265625,-0.10848277632401238,0.031899752793836895,0.009611099666746814,0.03920726779959366,0.03458376098695158,-0.034131506225887634,-0.06387071686759103
-0.0703125,-0.08042616524419446,0.04786296864948922,0.02233072167670353,0.06379006935902723,0.0363239825259805,-0.022075718681685404,-0.05490585858280463
-0.068359375,-0.06029495496808312,0.05649580376114363,0.02730313709082969,0.08346574034137708,0.031844708764723784,-0.014087091001642377,-0.05131806172700237
-0.06640625,-0.05045229051882364,0.05517945066450969,0.023087346511748333,0.09273269207804434,0.02152524919343076,-0.010561541428669679,-0.052403947205397476
-0.064453125,-0.04975070810209281,0.04400939166168903,0.01104067153977254,0.08845523448403268,0.007157624266389146,-0.010983198974580716,-0.056335262940109994
-0.0625,-0.0541587467359929,0.025687433010569593,-0.005232751923330009,0.07074044801488891,-0.008686596170054099,-0.014216036461706334,-0.060820566329387794
-0.060546875,-0.058462769490164636,0.00455879779381586,-0.02120902532160356,0.042853777204955174,-0.02343350377519051,-0.01886791375431933,-0.06378897006174561
-0.05859375,-0.058356915029966226,-0.01483600467081949,-0.03303123526601388,0.010228130451302787,-0.03514155796325654,-0.02360279707338699,-0.0638591397464454
-0.056640625,-0.05208196832406803,-0.02915998960788408,-0.03875139210481612,-0.021088102518810856,-0.0427988786992542,-0.027330255093961923,-0.06047538366785033
-0.0546875,-0.04096511826181618,-0.03713990456143292,-0.038779462138351276,-0.046038095504751415,-0.04625382348268804,-0.02927238278436924,-0.053747136438997783
