,0,1,2,3,4,5,6
-0.099609375,-0.3098683732374921,-0.0033016583141355213,-0.019932341369197585,0.04203181401235147,0.087935070386361,-0.12357350888351198,-0.2631825020042355
-0.09765625,-0.3268103490726506,-0.027218388911625754,-0.05507708986565221,0.0013694065524972922,0.057849658695137515,-0.1486317022037051,-0.2674853857242384
-0.095703125,-0.34471782078186325,-0.05114062756509087,-0.0926292407443703,-0.03805285669828693,0.013278968077130138,-0.1835978356821612,-0.2809853113072502
-0.09375,-0.36012452695301267,-0.07219244261920679,-0.12563455375352203,-0.07097056207367317,-0.03736897120773696,-0.21994822315394086,-0.2993712145527593
-0.091796875,-0.37016748591653525,-0.08805162013809763,-0.1481850286451329,-0.09350924271243174,-0.0844119012083997,-0.24905487165073228,-0.31707458232265595
-0.08984375,-0.37256750685156764,-0.09707168113641337,-0.1565969742295091,-0.10363968252523319,-0.11925498978782008,-0.26426252503908987,-0.32854913965217236
-0.087890625,-0.36560248395870126,-0.09834615604868698,-0.1501006963297002,-0.10127285309726834,-0.1364278621476933,-0.2623438335934746,-0.3296107180032496
-0.0859375,-0.3483098562025926,-0.091835439332611,-0.1309220874578275,-0.08814053768714301,-0.1347327992738877,-0.24396859467904425,-0.31845034279316226
-0.083984375,-0.3209572023700872,-0.07857441053371528,-0.1037513437762998,-0.06756085204706681,-0.11722325476044294,-0.21313642420531415,-0.29602926905968824
-0.08203125,-0.28556597447904886,-0.06084494187956682,-0.07470636347568418,-0.04407808306954365,-0.09009228564742877,-0.17583320254210655,-0.2657573550214934
-0.080078125,-0.24610364816903169,-0.04211052742918462,-0.049992579236813085,-0.022880911437013932,-0.0608655284655297,-0.1383790633451005,-0.23257195117500998
-0.078125,-0.2080001964798831,-0.026534887829422024,-0.03452698780492003,-0.008916503899817851,-0.036453799717981,-0.1059682966595909,-0.20169623235958473
-0.076171875,-0.17691429546361484,-0.01805932533769444,-0.030822487071280533,-0.005752933614737065,-0.02159002617692518,-0.08176163608602631,-0.17741966192170808
