Session,Electrode,Tactilo,Mean Amplitude,Condition
001,Pz,1,-0.968514844117583,nonTarget
001,Fz,2,1.107201499316361,nonTarget
001,Fc1,2,1.0075986639497352,nonTarget
001,Fc2,2,0.8316746521077194,nonTarget
001,C3,2,0.7349741568830357,nonTarget
001,Cz,2,0.9306311312419231,nonTarget
001,C4,2,1.1617102109711435,nonTarget
001,Pz,2,0.6562281941433521,nonTarget
001,Fz,3,-0.500484189703535,nonTarget
001,Fc1,3,-0.9851406067812665,nonTarget
001,Fc2,3,-0.15110162965487295,nonTarget
001,C3,3,-1.0732007384403888,nonTarget
001,Cz,3,-0.63480290516372,nonTarget
001,C4,3,0.31136100017068064,nonTarget
001,Pz,3,-1.1837464427717208,nonTarget
001,Fz,4,2.6207022606852366,nonTarget
001,Fc1,4,2.4923504925213296,nonTarget
001,Fc2,4,1.9812123979547707,nonTarget
001,C3,4,2.0918591007314373,nonTarget
001,Cz,4,1.8807637080873292,nonTarget
001,C4,4,1.3959692081445407,nonTarget
001,Pz,4,1.306599982334598,nonTarget
001,Fz,5,-0.29769136262697204,nonTarget
001,Fc1,5,-0.21268928954408,nonTarget
001,Fc2,5,-0.4556967867977386,nonTarget
001,C3,5,-0.6833558594782743,nonTarget
001,Cz,5,-0.41566301766283953,nonTarget
001,C4,5,-1.036060044041225,nonTarget
001,Pz,5,-0.8746167718573513,nonTarget
001,Fz,6,-1.179852809679827,nonTarget
001,Fc1,6,-0.6927047666247139,nonTarget
001,Fc2,6,-1.0710374469706094,nonTarget
001,C3,6,0.047370530834624724,nonTarget
001,Cz,6,-0.878935358095653,nonTarget
001,C4,6,-0.8357516701131997,nonTarget
001,Pz,6,-0.6922334299368804,nonTarget
002,Fz,1,-1.1650235049029452,Target
002,Fc1,1,-2.9522643519025085,Target
002,Fc2,1,0.9007173199093883,Target
002,C3,1,-3.043717566342318,Target
002,Cz,1,-0.03730632742516166,Target
002,C4,1,0.2586672084228745,Target
002,Pz,1,-0.9656404077711147,Target
002,Fz,2,4.026639906953492,Target
002,Fc1,2,4.714704012806049,Target
002,Fc2,2,4.493708862722471,Target
002,C3,2,4.362939898949284,Target
002,Cz,2,5.379355466738798,Target
002,C4,2,3.997373209704084,Target
002,Pz,2,3.162779931937087,Target
002,Fz,3,2.0262982965322878,Target
002,Fc1,3,1.027874069196071,Target
002,Fc2,3,3.0685939686215127,Target
002,C3,3,0.035571918172436226,Target
002,Cz,3,2.632327339665431,Target
002,C4,3,2.8647844034686183,Target
002,Pz,3,0.8734275834688847,Target
002,Fz,4,2.8292481188204244,Target
002,Fc1,4,4.0021847664964305,Target
002,Fc2,4,2.568043826334739,Target
002,C3,4,3.6888838059423463,Target
002,Cz,4,3.392834405631649,Target
002,C4,4,1.998319171549222,Target
002,Pz,4,1.5109124576475614,Target
002,Fz,5,2.6358408150252357,Target
002,Fc1,5,2.420096475715396,Target
002,Fc2,5,2.893798311544694,Target
002,C3,5,1.302614653517752,Target
002,Cz,5,2.8241814794489106,Target
002,C4,5,2.2141310917058448,Target
002,Pz,5,1.2838602107286905,Target
002,Fz,6,0.25645821588552153,Target
002,Fc1,6,-0.0357898015995419,Target
002,Fc2,6,0.2628994926777829,Target
002,C3,6,-0.02879669810440138,Target
002,Cz,6,0.6321711697200422,Target
002,C4,6,-0.03268235567701566,Target
002,Pz,6,-0.023265017542184612,Target
002,Fz,1,-1.5135458071461734,nonTarget
002,Fc1,1,-2.2466695350453367,nonTarget
002,Fc2,1,-1.1912927403815012,nonTarget
002,C3,1,-2.2129987442344508,nonTarget
002,Cz,1,-1.9689225362795737,nonTarget
002,C4,1,-1.4026714134397666,nonTarget
002,Pz,1,-1.4891191702513662,nonTarget
002,Fz,2,-0.3597871573349351,nonTarget
002,Fc1,2,0.7962743298630852,nonTarget
002,Fc2,2,-0.31861083449207217,nonTarget
002,C3,2,1.539513337890142,nonTarget
002,Cz,2,0.48669252248162376,nonTarget
002,C4,2,-0.004371971713130883,nonTarget
002,Pz,2,0.7447720528184789,nonTarget
002,Fz,3,0.7626308615064761,nonTarget
002,Fc1,3,-0.25190990338076635,nonTarget
002,Fc2,3,0.3958399754618056,nonTarget
002,C3,3,-0.1934773509892364,nonTarget
002,Cz,3,-0.09552768522767568,nonTarget
002,C4,3,-0.17609740415983455,nonTarget
002,Pz,3,-0.21936233784478776,nonTarget
002,Fz,4,0.7761515049553398,nonTarget
002,Fc1,4,0.933563887000143,nonTarget
002,Fc2,4,0.09633480136865713,nonTarget
002,C3,4,0.7273342721463545,nonTarget
002,Cz,4,0.1629821361522051,nonTarget
002,C4,4,-0.17951585591115127,nonTarget
002,Pz,4,-0.16611345333879243,nonTarget
002,Fz,5,1.2684542611764371,nonTarget
002,Fc1,5,1.1709671894737421,nonTarget
002,Fc2,5,0.7421618526893697,nonTarget
002,C3,5,1.1507688961909512,nonTarget
002,Cz,5,0.4354936541438671,nonTarget
002,C4,5,0.2626851718175756,nonTarget
002,Pz,5,0.15875094399527254,nonTarget
002,Fz,6,0.7978793687589406,nonTarget
002,Fc1,6,0.9877340673162558,nonTarget
002,Fc2,6,0.47082668481571577,nonTarget
002,C3,6,0.49443994871332797,nonTarget
002,Cz,6,0.268968155827912,nonTarget
002,C4,6,0.7869773770072195,nonTarget
002,Pz,6,-0.33997855379071473,nonTarget
003,Fz,1,0.11542340197695242,Target
003,Fc1,1,0.3764828508908162,Target
003,Fc2,1,1.2765469982483892,Target
003,C3,1,-1.029248803540959,Target
003,Cz,1,0.8359579479206682,Target
003,C4,1,1.6623033103653035,Target
003,Pz,1,0.4388486672166836,Target
003,Fz,2,6.545520363631566,Target
003,Fc1,2,6.483148434249079,Target
003,Fc2,2,5.4429039032060125,Target
003,C3,2,5.4173191028024545,Target
003,Cz,2,4.433502910429857,Target
003,C4,2,3.3728669620563116,Target
003,Pz,2,2.9478365624785225,Target
003,Fz,3,0.8534835834294467,Target
003,Fc1,3,0.7040645989384164,Target
003,Fc2,3,1.4381073820474093,Target
003,C3,3,-0.13183572810819402,Target
003,Cz,3,0.5666791518861947,Target
003,C4,3,1.6953325426683343,Target
003,Pz,3,1.1096301979015855,Target
003,Fz,4,-1.1274480422608026,Target
003,Fc1,4,0.4525860437335507,Target
003,Fc2,4,0.8167698840227369,Target
003,C3,4,0.5565735823694941,Target
003,Cz,4,1.3813589807452238,Target
003,C4,4,0.7798693252010331,Target
003,Pz,4,0.2476683205153615,Target
003,Fz,5,1.2248153951778198,Target
003,Fc1,5,0.5063270954550174,Target
003,Fc2,5,1.362609166438582,Target
003,C3,5,0.38559040087300034,Target
003,Cz,5,1.7954723199185862,Target
003,C4,5,1.217662740492875,Target
003,Pz,5,-0.18018081703420744,Target
003,Fz,6,0.19766953784433122,Target
003,Fc1,6,1.2891687170523718,Target
003,Fc2,6,1.1951711789234714,Target
003,C3,6,1.5478452778372538,Target
003,Cz,6,2.4832059637565376,Target
003,C4,6,1.0241968586482015,Target
003,Pz,6,0.3906786058330742,Target
003,Fz,1,-1.5249735677816272,nonTarget
003,Fc1,1,-1.4050563788700852,nonTarget
003,Fc2,1,-1.411408721582232,nonTarget
003,C3,1,-1.0772692010976863,nonTarget
003,Cz,1,-1.0191107854427544,nonTarget
003,C4,1,-0.8333941017927172,nonTarget
003,Pz,1,-0.44983410396556045,nonTarget
003,Fz,2,0.4545488352089141,nonTarget
003,Fc1,2,0.889004226891581,nonTarget
003,Fc2,2,-0.08532139285037038,nonTarget
003,C3,2,1.1847602272287827,nonTarget
003,Cz,2,0.39131803479618776,nonTarget
003,C4,2,-0.26819408410283196,nonTarget
003,Pz,2,0.37212153438062046,nonTarget
003,Fz,3,-0.1519306790968629,nonTarget
003,Fc1,3,-0.2398066042598934,nonTarget
003,Fc2,3,0.03068305397145906,nonTarget
003,C3,3,-0.30297096064569373,nonTarget
003,Cz,3,-0.10577014900650511,nonTarget
003,C4,3,0.030810938641474495,nonTarget
003,Pz,3,0.008469665069584426,nonTarget
003,Fz,4,-1.1834223592102435,nonTarget
003,Fc1,4,-1.3650481780149981,nonTarget
003,Fc2,4,-0.8922369847522507,nonTarget
003,C3,4,-1.6110800832074537,nonTarget
003,Cz,4,-1.6428733404710034,nonTarget
003,C4,4,-0.8933643860651894,nonTarget
003,Pz,4,-2.090684271697059,nonTarget
003,Fz,5,0.30393392363534777,nonTarget
003,Fc1,5,-0.016342474560681716,nonTarget
003,Fc2,5,0.35013104056287303,nonTarget
003,C3,5,-0.24010296920505975,nonTarget
003,Cz,5,-0.25478167022131065,nonTarget
003,C4,5,0.14169626682021286,nonTarget
003,Pz,5,-0.08006808288223834,nonTarget
003,Fz,6,0.33139756723957986,nonTarget
003,Fc1,6,0.3833194868119786,nonTarget
003,Fc2,6,0.04603768798650553,nonTarget
003,C3,6,0.575809929848502,nonTarget
003,Cz,6,0.2190667676486575,nonTarget
003,C4,6,-0.13370780044015323,nonTarget
003,Pz,6,-0.11354156702273152,nonTarget
005,Fz,1,-0.30657806497041484,Target
005,Fc1,1,0.8540330760702601,Target
005,Fc2,1,1.274500154301634,Target
005,C3,1,0.7916368737367603,Target
005,Cz,1,2.3800596999244843,Target
005,C4,1,2.1187530354699042,Target
005,Pz,1,1.276787668998839,Target
005,Fz,2,1.0594725951654511,Target
005,Fc1,2,-1.2121102147364013,Target
005,Fc2,2,0.8851813569834672,Target
005,C3,2,1.5449678542432665,Target
005,Cz,2,1.7375669988248217,Target
005,C4,2,0.9526832234924728,Target
005,Pz,2,0.18017511138458855,Target
005,Fz,3,1.2775536665601561,Target
005,Fc1,3,1.9722249293570617,Target
005,Fc2,3,0.9654475515318902,Target
005,C3,3,1.0618224832900518,Target
005,Cz,3,2.1780252116246266,Target
005,C4,3,1.5280953242099171,Target
005,Pz,3,-0.05910472430753337,Target
005,Fz,4,4.441044689110637,Target
005,Fc1,4,4.783531040754093,Target
005,Fc2,4,4.111648617400334,Target
005,C3,4,2.464413517644523,Target
005,Cz,4,3.2731888322734086,Target
005,C4,4,2.7984716266824314,Target
005,Pz,4,1.01709830684523,Target
005,Fz,5,1.5054809809651042,Target
005,Fc1,5,2.6981339423740245,Target
005,Fc2,5,1.7802816825690213,Target
005,C3,5,-0.20198161175393595,Target
005,Cz,5,-0.1011742478520253,Target
005,C4,5,0.7364266083991501,Target
005,Pz,5,-0.8832394248834537,Target
005,Fz,6,-1.4692280091324983,Target
005,Fc1,6,-2.4108701586683816,Target
005,Fc2,6,-1.4510903600079845,Target
005,C3,6,-1.8099640498962413,Target
005,Cz,6,-2.253369481918912,Target
005,C4,6,-0.9177503429314204,Target
005,Pz,6,-2.1278390675582637,Target
005,Fz,1,1.0742066684487082,nonTarget
005,Fc1,1,1.234568247281589,nonTarget
005,Fc2,1,1.0381152002206357,nonTarget
005,C3,1,-0.495224048893566,nonTarget
005,Cz,1,-0.038973814959881024,nonTarget
005,C4,1,0.6074831862874613,nonTarget
005,Pz,1,-0.510432250728464,nonTarget
005,Fz,2,1.1437544631053957,nonTarget
005,Fc1,2,0.29248128853427513,nonTarget
005,Fc2,2,0.490814037364701,nonTarget
005,C3,2,0.8687951978122055,nonTarget
005,Cz,2,0.7653044121732017,nonTarget
005,C4,2,-0.12962814249118237,nonTarget
005,Pz,2,0.40033394468928896,nonTarget
005,Fz,3,0.49972107086362705,nonTarget
005,Fc1,3,-0.0015004459822391602,nonTarget
005,Fc2,3,-0.27317624098153337,nonTarget
005,C3,3,1.04711182792775,nonTarget
005,Cz,3,-0.225063099366352,nonTarget
005,C4,3,-0.389894493840258,nonTarget
005,Pz,3,-0.05603687778645583,nonTarget
005,Fz,4,-0.6444835009254491,nonTarget
005,Fc1,4,-0.24283401638214533,nonTarget
005,Fc2,4,-0.4160268073299901,nonTarget
005,C3,4,-0.47535532736894137,nonTarget
005,Cz,4,-0.7154468113860407,nonTarget
005,C4,4,-0.5363139598847617,nonTarget
005,Pz,4,-0.9219959677000474,nonTarget
005,Fz,5,0.9497101175047749,nonTarget
005,Fc1,5,0.8872915390310323,nonTarget
005,Fc2,5,0.37834202960118,nonTarget
005,C3,5,0.08460512833190686,nonTarget
005,Cz,5,0.28292054698253966,nonTarget
005,C4,5,-0.11091033661424049,nonTarget
005,Pz,5,-0.6043952198492111,nonTarget
005,Fz,6,0.06566072327510095,nonTarget
005,Fc1,6,-0.19940944468291932,nonTarget
005,Fc2,6,0.2474201107395268,nonTarget
005,C3,6,0.07240199815277608,nonTarget
005,Cz,6,-0.27877622426526094,nonTarget
005,C4,6,0.1683302145831149,nonTarget
005,Pz,6,0.2613437613427141,nonTarget
006,Fz,1,-1.65616104232243,Target
006,Fc1,1,0.3898487229780545,Target
006,Fc2,1,0.9063776297257129,Target
006,C3,1,0.546966850322952,Target
006,Cz,1,1.1055419283760943,Target
006,C4,1,0.6882847075685745,Target
006,Pz,1,0.3496254002758945,Target
006,Fz,2,4.546959100982651,Target
006,Fc1,2,4.974006518085872,Target
006,Fc2,2,3.052910852382528,Target
006,C3,2,4.6499047491301395,Target
006,Cz,2,3.4130722004716922,Target
006,C4,2,1.6826725284570414,Target
006,Pz,2,2.2390011528311975,Target
006,Fz,3,0.7509697687574508,Target
006,Fc1,3,0.9653447428900458,Target
006,Fc2,3,1.703244250506571,Target
006,C3,3,0.3682287125653264,Target
006,Cz,3,0.7683222358444806,Target
006,C4,3,0.8437437324039787,Target
006,Pz,3,-1.2561826412220551,Target
006,Fz,4,5.769656369291784,Target
006,Fc1,4,5.5772731595526395,Target
006,Fc2,4,3.7521092612808546,Target
006,C3,4,4.438040595188101,Target
006,Cz,4,4.129082047330263,Target
006,C4,4,2.2565560028942926,Target
006,Pz,4,2.2010270789653044,Target
006,Fz,5,-1.3297640570157196,Target
006,Fc1,5,-0.31714432611397214,Target
006,Fc2,5,-0.6811060203513454,Target
006,C3,5,0.5391132963694485,Target
006,Cz,5,-0.1644123603604491,Target
006,C4,5,-0.24904792090533592,Target
006,Pz,5,0.27015317799346994,Target
006,Fz,6,1.2172273321989127,Target
006,Fc1,6,2.1363747646886884,Target
006,Fc2,6,0.9095964943234932,Target
006,C3,6,2.6384622551766066,Target
006,Cz,6,1.6867726333492108,Target
006,C4,6,-0.3537373294815086,Target
006,Pz,6,1.0425498731724234,Target
006,Fz,1,-1.3959002951216664,nonTarget
006,Fc1,1,-1.986819139108639,nonTarget
006,Fc2,1,-1.2715408644251915,nonTarget
006,C3,1,-2.338579442970356,nonTarget
006,Cz,1,-1.6002733245390401,nonTarget
006,C4,1,-0.7935181528941947,nonTarget
006,Pz,1,-1.8707479458291363,nonTarget
006,Fz,2,0.1735920820526513,nonTarget
006,Fc1,2,0.14633313432891887,nonTarget
006,Fc2,2,0.1538277592074859,nonTarget
006,C3,2,0.17738461757901308,nonTarget
006,Cz,2,-0.17767361119711017,nonTarget
006,C4,2,-0.2606069229795964,nonTarget
006,Pz,2,-0.1217690239857379,nonTarget
006,Fz,3,-0.21632745026721245,nonTarget
006,Fc1,3,-0.6072779371137096,nonTarget
006,Fc2,3,-0.6928379407528255,nonTarget
006,C3,3,-0.44783214389597553,nonTarget
006,Cz,3,-0.8844733973506724,nonTarget
006,C4,3,-0.14068599123306014,nonTarget
006,Pz,3,-0.4724160398518303,nonTarget
006,Fz,4,-2.291930488543467,nonTarget
006,Fc1,4,-1.529992632490476,nonTarget
006,Fc2,4,-0.7507965379157995,nonTarget
006,C3,4,-1.396340721490399,nonTarget
006,Cz,4,-1.1088375622869304,nonTarget
006,C4,4,-0.787128368598387,nonTarget
006,Pz,4,-0.8622599869696935,nonTarget
006,Fz,5,-0.7037652464350662,nonTarget
006,Fc1,5,-0.8999575535307833,nonTarget
006,Fc2,5,-0.5743349370622499,nonTarget
006,C3,5,-0.8512388704194638,nonTarget
006,Cz,5,-0.5120677548435149,nonTarget
006,C4,5,-0.003167772477763634,nonTarget
006,Pz,5,-0.5754225886214153,nonTarget
006,Fz,6,4.463632000134346,nonTarget
006,Fc1,6,3.386607043220928,nonTarget
006,Fc2,6,2.486212422406015,nonTarget
006,C3,6,2.6806054351621116,nonTarget
006,Cz,6,2.1787474639697706,nonTarget
006,C4,6,1.6582094451636633,nonTarget
006,Pz,6,1.2587852212215895,nonTarget
008,Fz,1,-0.4216209126483599,Target
008,Fc1,1,0.024816144864860848,Target
008,Fc2,1,1.5272572042095893,Target
008,C3,1,-0.6584013616168278,Target
008,Cz,1,1.0880754068372216,Target
008,C4,1,1.625885605574702,Target
008,Pz,1,-0.4623148443264417,Target
008,Fz,2,6.394817440915897,Target
008,Fc1,2,7.208088476616444,Target
008,Fc2,2,5.639564293786729,Target
008,C3,2,6.803690185579346,Target
008,Cz,2,6.305078297464682,Target
008,C4,2,4.109044776637189,Target
008,Pz,2,4.553542858301697,Target
008,Fz,3,3.863341358166809,Target
008,Fc1,3,3.17898966364625,Target
008,Fc2,3,3.2133513328390615,Target
008,C3,3,1.4538525072974664,Target
008,Cz,3,2.7079307321147317,Target
008,C4,3,2.287907791596218,Target
008,Pz,3,0.7548768386987539,Target
008,Fz,4,4.80055774429855,Target
008,Fc1,4,5.81599439593394,Target
008,Fc2,4,3.8331014380028474,Target
008,C3,4,4.821794626112755,Target
008,Cz,4,4.157762354537975,Target
008,C4,4,2.994667222812783,Target
008,Pz,4,2.9421507869838135,Target
008,Fz,5,-1.2732078109327856,Target
008,Fc1,5,-0.10071008614269844,Target
008,Fc2,5,0.5197110093842017,Target
008,C3,5,-0.09348418708969727,Target
008,Cz,5,1.438529844239424,Target
008,C4,5,1.267408969800773,Target
008,Pz,5,0.48428564686748865,Target
008,Fz,6,-0.6457728032293018,Target
008,Fc1,6,0.6190754820324537,Target
008,Fc2,6,0.7299820632502483,Target
008,C3,6,0.4701836137172318,Target
008,Cz,6,1.2249650213296528,Target
008,C4,6,0.5672579667941827,Target
008,Pz,6,-0.043412467302260616,Target
008,Fz,1,-2.1013098411103224,nonTarget
008,Fc1,1,-2.1562502476476544,nonTarget
008,Fc2,1,-1.4541126965655748,nonTarget
008,C3,1,-2.0032481338182455,nonTarget
008,Cz,1,-1.5818006710975663,nonTarget
008,C4,1,-1.0433363912402513,nonTarget
008,Pz,1,-1.8743385341394248,nonTarget
008,Fz,2,0.06252156650971244,nonTarget
008,Fc1,2,0.07935664453197597,nonTarget
008,Fc2,2,-0.24177368111640457,nonTarget
008,C3,2,0.3121727226381116,nonTarget
008,Cz,2,-0.1294104167949108,nonTarget
008,C4,2,-0.3959250410951865,nonTarget
008,Pz,2,-0.3028093743827493,nonTarget
008,Fz,3,-1.848399559256441,nonTarget
008,Fc1,3,-1.8286125542133385,nonTarget
008,Fc2,3,-1.1105096558984036,nonTarget
008,C3,3,-1.7676640366470724,nonTarget
008,Cz,3,-1.2961194456512826,nonTarget
008,C4,3,-0.9835462221287059,nonTarget
008,Pz,3,-1.290066639042617,nonTarget
008,Fz,4,1.3082233962970884,nonTarget
008,Fc1,4,1.282531572880802,nonTarget
008,Fc2,4,0.6739805036874497,nonTarget
008,C3,4,1.1487081235108805,nonTarget
008,Cz,4,0.6530028014496512,nonTarget
008,C4,4,0.28690980219091705,nonTarget
008,Pz,4,0.23083695132835505,nonTarget
008,Fz,5,-0.5718657009442657,nonTarget
008,Fc1,5,-0.5193635399904877,nonTarget
008,Fc2,5,-0.6562262102142289,nonTarget
008,C3,5,-0.37782444342017996,nonTarget
008,Cz,5,-1.0105653484186836,nonTarget
008,C4,5,-0.7664853016170761,nonTarget
008,Pz,5,-1.2542828279985665,nonTarget
008,Fz,6,-0.7224414060996567,nonTarget
008,Fc1,6,-0.5240235668381109,nonTarget
008,Fc2,6,-0.5678724709250604,nonTarget
008,C3,6,-0.40375011058425925,nonTarget
008,Cz,6,-0.6356950018508014,nonTarget
008,C4,6,-0.536643373080713,nonTarget
008,Pz,6,-0.4813017200077934,nonTarget
009,Fz,1,2.5410007282974876,Target
009,Fc1,1,3.514832302820645,Target
009,Fc2,1,4.4546623315795895,Target
009,C3,1,0.6186183798434179,Target
009,Cz,1,1.845507856110249,Target
009,C4,1,2.307893197583801,Target
009,Pz,1,-0.16024465302337026,Target
009,Fz,2,2.2908601037587286,Target
009,Fc1,2,5.101791746014832,Target
009,Fc2,2,5.37085625878311,Target
009,C3,2,2.2103147690602594,Target
009,Cz,2,2.4697484249980444,Target
009,C4,2,1.6099115985666115,Target
009,Pz,2,1.1601975587001532,Target
009,Fz,3,2.2151235558844333,Target
009,Fc1,3,2.842721784696065,Target
009,Fc2,3,3.659492287906371,Target
009,C3,3,1.7158145438010886,Target
009,Cz,3,1.6704405985690878,Target
009,C4,3,0.8217318462993027,Target
009,Pz,3,0.546203014801826,Target
009,Fz,4,1.8732476394109128,Target
009,Fc1,4,-1.2295618043735743,Target
009,Fc2,4,-1.8063425171059722,Target
009,C3,4,2.6413864181148394,Target
009,Cz,4,3.001387406207948,Target
009,C4,4,1.5166922268906264,Target
009,Pz,4,0.7900069413129582,Target
009,Fz,5,-3.4416803392056043,Target
009,Fc1,5,-1.710612704639955,Target
009,Fc2,5,-0.8251493447141864,Target
009,C3,5,-3.043180254302729,Target
009,Cz,5,-2.3017139113538074,Target
009,C4,5,-1.5167987494713553,Target
009,Pz,5,-2.3231453219617233,Target
009,Fz,6,-0.4396379224373935,Target
009,Fc1,6,-0.04316165793826286,Target
009,Fc2,6,1.0693186228197096,Target
009,C3,6,-1.8185938970942397,Target
009,Cz,6,-0.8854695200415665,Target
009,C4,6,-0.5129885151474736,Target
009,Pz,6,0.31270217505105274,Target
009,Fz,1,-0.48742454624768194,nonTarget
009,Fc1,1,0.1630316212990846,nonTarget
009,Fc2,1,0.7517547371622618,nonTarget
009,C3,1,-1.2610134876677035,nonTarget
009,Cz,1,-1.4381957918506192,nonTarget
009,C4,1,-0.6242324844021581,nonTarget
009,Pz,1,-1.4723319785633984,nonTarget
009,Fz,2,0.7852127234616362,nonTarget
009,Fc1,2,2.051073006891105,nonTarget
009,Fc2,2,2.214275912335367,nonTarget
009,C3,2,1.2402747255016413,nonTarget
009,Cz,2,0.547068906250826,nonTarget
009,C4,2,0.08585462475807584,nonTarget
009,Pz,2,1.4369579419042124,nonTarget
009,Fz,3,-0.3352632922023442,nonTarget
009,Fc1,3,-0.6381388007466249,nonTarget
009,Fc2,3,-0.3703219015548409,nonTarget
009,C3,3,-0.6374987671144888,nonTarget
009,Cz,3,-0.4968632645189927,nonTarget
009,C4,3,-0.4595880833077204,nonTarget
009,Pz,3,-0.8141688798768845,nonTarget
009,Fz,4,1.4821727267383538,nonTarget
009,Fc1,4,4.083096652447606,nonTarget
009,Fc2,4,4.35353633588795,nonTarget
009,C3,4,1.2957703977205042,nonTarget
009,Cz,4,0.6481287877200834,nonTarget
009,C4,4,0.8369387637090852,nonTarget
009,Pz,4,1.2516186822743776,nonTarget
009,Fz,5,1.0047886761235663,nonTarget
009,Fc1,5,1.4792946799384072,nonTarget
009,Fc2,5,1.0296986414926455,nonTarget
009,C3,5,1.4115169249170478,nonTarget
009,Cz,5,1.037076020765695,nonTarget
009,C4,5,0.28860331159798125,nonTarget
009,Pz,5,0.10395469745690677,nonTarget
009,Fz,6,-0.4492164511127807,nonTarget
009,Fc1,6,0.14665453258293853,nonTarget
009,Fc2,6,0.6802370293547253,nonTarget
009,C3,6,-0.61773860302062,nonTarget
009,Cz,6,-0.916718854788624,nonTarget
009,C4,6,-0.12788800491406166,nonTarget
009,Pz,6,0.17068833548543547,nonTarget
013,Fz,1,1.1978997432051983,Target
013,Fc1,1,0.7995676327816462,Target
013,Fc2,1,2.1561628788729577,Target
013,C3,1,0.710995148186532,Target
013,Cz,1,2.0824549024657006,Target
013,C4,1,2.2088572924985446,Target
013,Pz,1,-0.061801907888781815,Target
013,Fz,2,-2.7613266507420007,Target
013,Fc1,2,-0.6893674507236202,Target
013,Fc2,2,-0.8956001014890611,Target
013,C3,2,0.3519188698389064,Target
013,Cz,2,0.5252197991688975,Target
013,C4,2,0.334019210995958,Target
013,Pz,2,0.1285439010145602,Target
013,Fz,3,1.0166023281374206,Target
013,Fc1,3,2.0080635084671568,Target
013,Fc2,3,1.6597592033657338,Target
013,C3,3,1.4434373637871398,Target
013,Cz,3,1.9910896209463336,Target
013,C4,3,1.6252220373091764,Target
013,Pz,3,1.1734834857671095,Target
013,Fz,4,5.206176773458644,Target
013,Fc1,4,5.943610898951739,Target
013,Fc2,4,3.756778891415988,Target
013,C3,4,5.202598477592103,Target
013,Cz,4,4.1123288837923315,Target
013,C4,4,2.6278778313157796,Target
013,Pz,4,2.6865158253086907,Target
013,Fz,5,-0.1997216129731874,Target
013,Fc1,5,0.25307154444006963,Target
013,Fc2,5,1.4689297862424464,Target
013,C3,5,0.17471124096558582,Target
013,Cz,5,1.6946966157883845,Target
013,C4,5,1.6096450718487048,Target
013,Pz,5,0.8590885224296623,Target
013,Fz,6,3.4196464969108122,Target
013,Fc1,6,3.8367351665951963,Target
013,Fc2,6,2.8595196157138867,Target
013,C3,6,3.3324673902454816,Target
013,Cz,6,3.212089840006511,Target
013,C4,6,2.263412718147548,Target
013,Pz,6,0.9884627295505796,Target
013,Fz,1,-1.039470405808809,nonTarget
013,Fc1,1,-1.2391783298479906,nonTarget
013,Fc2,1,-0.9126986100010024,nonTarget
013,C3,1,-1.6117220449738872,nonTarget
013,Cz,1,-1.1989163492426045,nonTarget
013,C4,1,-0.6111370943388841,nonTarget
013,Pz,1,-1.3875509998451643,nonTarget
013,Fz,2,0.9670930175208396,nonTarget
013,Fc1,2,0.573390184299856,nonTarget
013,Fc2,2,0.49575029113685354,nonTarget
013,C3,2,0.3571484370688948,nonTarget
013,Cz,2,0.10208878075059705,nonTarget
013,C4,2,0.13426805595058436,nonTarget
013,Pz,2,-0.5341270584030434,nonTarget
013,Fz,3,1.066164942157358,nonTarget
