Accuracy,Classifier,Session,Ep2Avg
0.3333333333333333,SWLDA,39,3
0.4444444444444444,SWLDA,39,4
0.4444444444444444,SWLDA,39,5
0.6666666666666666,SWLDA,39,6
0.7222222222222222,SWLDA,39,7
0.6111111111111112,SWLDA,39,8
0.05555555555555555,SWLDA,40,1
0.1111111111111111,SWLDA,40,2
0.1111111111111111,SWLDA,40,3
0.16666666666666666,SWLDA,40,4
0.16666666666666666,SWLDA,40,5
0.2222222222222222,SWLDA,40,6
0.2222222222222222,SWLDA,40,7
0.1111111111111111,SWLDA,40,8
0.3888888888888889,SWLDA,41,1
0.2777777777777778,SWLDA,41,2
0.3888888888888889,SWLDA,41,3
0.3888888888888889,SWLDA,41,4
0.4444444444444444,SWLDA,41,5
0.4444444444444444,SWLDA,41,6
0.4444444444444444,SWLDA,41,7
0.5555555555555556,SWLDA,41,8
0.3888888888888889,SWLDA,42,1
0.3333333333333333,SWLDA,42,2
0.3888888888888889,SWLDA,42,3
0.5555555555555556,SWLDA,42,4
0.6111111111111112,SWLDA,42,5
0.7222222222222222,SWLDA,42,6
0.7777777777777778,SWLDA,42,7
0.7777777777777778,SWLDA,42,8
0.2777777777777778,SWLDA,43,1
0.1111111111111111,SWLDA,43,2
0.4444444444444444,SWLDA,43,3
0.4444444444444444,SWLDA,43,4
0.6666666666666666,SWLDA,43,5
0.6666666666666666,SWLDA,43,6
0.7222222222222222,SWLDA,43,7
0.7777777777777778,SWLDA,43,8
0.3888888888888889,SWLDA,44,1
0.3333333333333333,SWLDA,44,2
0.5,SWLDA,44,3
0.6111111111111112,SWLDA,44,4
0.6111111111111112,SWLDA,44,5
0.6111111111111112,SWLDA,44,6
0.6666666666666666,SWLDA,44,7
0.7777777777777778,SWLDA,44,8
0.1111111111111111,SWLDA,45,1
0.2777777777777778,SWLDA,45,2
0.4444444444444444,SWLDA,45,3
0.3888888888888889,SWLDA,45,4
0.6111111111111112,SWLDA,45,5
0.6666666666666666,SWLDA,45,6
0.6666666666666666,SWLDA,45,7
0.7777777777777778,SWLDA,45,8
0.2222222222222222,SWLDA,46,1
0.2222222222222222,SWLDA,46,2
0.2777777777777778,SWLDA,46,3
0.3888888888888889,SWLDA,46,4
0.4444444444444444,SWLDA,46,5
0.4444444444444444,SWLDA,46,6
0.6111111111111112,SWLDA,46,7
0.5555555555555556,SWLDA,46,8
0.1111111111111111,SWLDA,47,1
0.2222222222222222,SWLDA,47,2
0.2777777777777778,SWLDA,47,3
0.3333333333333333,SWLDA,47,4
0.3888888888888889,SWLDA,47,5
0.3888888888888889,SWLDA,47,6
0.4444444444444444,SWLDA,47,7
0.3888888888888889,SWLDA,47,8
0.16666666666666666,SWLDA,48,1
0.2777777777777778,SWLDA,48,2
0.3888888888888889,SWLDA,48,3
0.6111111111111112,SWLDA,48,4
0.6111111111111112,SWLDA,48,5
0.6666666666666666,SWLDA,48,6
0.7222222222222222,SWLDA,48,7
0.7777777777777778,SWLDA,48,8
0.4444444444444444,SWLDA,49,1
0.6666666666666666,SWLDA,49,2
0.6111111111111112,SWLDA,49,3
0.6666666666666666,SWLDA,49,4
0.6666666666666666,SWLDA,49,5
0.7777777777777778,SWLDA,49,6
0.7777777777777778,SWLDA,49,7
0.7222222222222222,SWLDA,49,8
