Session,Electrode,Tactilo,Mean Amplitude,Condition
1,Fz,1,-1.0061974875385982,Target
1,Fc1,1,-0.6271315247384586,Target
1,Fc2,1,0.6334901792548864,Target
1,C3,1,-1.2931734471893859,Target
1,Cz,1,-0.13344441239117805,Target
1,C4,1,1.1865191179344188,Target
1,Pz,1,-0.38922982740769574,Target
1,Fz,2,8.381276310109236,Target
1,Fc1,2,7.278099320809476,Target
1,Fc2,2,7.231967041424925,Target
1,C3,2,5.515751108180781,Target
1,Cz,2,6.655832769684221,Target
1,C4,2,6.548227734472816,Target
1,Pz,2,4.549803881046467,Target
1,Fz,3,-2.0433971599115255,Target
1,Fc1,3,-0.7282575380905641,Target
1,Fc2,3,-0.08833531130679517,Target
1,C3,3,-0.07038742045159854,Target
1,Cz,3,0.023752310763001192,Target
1,C4,3,0.7420759593031503,Target
1,Pz,3,0.43289324044686633,Target
1,Fz,4,4.908857587795897,Target
1,Fc1,4,6.6013151418204785,Target
1,Fc2,4,5.193106414049028,Target
1,C3,4,6.503968073416644,Target
1,Cz,4,6.249687531261059,Target
1,C4,4,3.310409076347896,Target
1,Pz,4,5.066058282779462,Target
1,Fz,5,-2.6407158756121483,Target
1,Fc1,5,-2.002389556428476,Target
1,Fc2,5,-1.8184757833989225,Target
1,C3,5,-1.634328582503508,Target
1,Cz,5,-2.033727240486276,Target
1,C4,5,-1.8271783726918123,Target
1,Pz,5,-1.8715385226618826,Target
1,Fz,6,2.860749168188349,Target
1,Fc1,6,2.8111703053989747,Target
1,Fc2,6,2.7577318303634155,Target
1,C3,6,2.134188159215642,Target
1,Cz,6,2.198234003802236,Target
1,C4,6,1.8463855940017952,Target
1,Pz,6,1.2489797092001231,Target
1,Fz,1,-0.5089748344179175,nonTarget
1,Fc1,1,-0.6223822608226657,nonTarget
1,Fc2,1,-0.546865679777476,nonTarget
1,C3,1,-0.9889857393885282,nonTarget
1,Cz,1,-0.6631550561761925,nonTarget
1,C4,1,-0.5597937348586131,nonTarget
1,Pz,1,-0.968514844117583,nonTarget
1,Fz,2,1.107201499316361,nonTarget
1,Fc1,2,1.0075986639497352,nonTarget
1,Fc2,2,0.8316746521077194,nonTarget
1,C3,2,0.7349741568830357,nonTarget
1,Cz,2,0.9306311312419231,nonTarget
1,C4,2,1.1617102109711435,nonTarget
1,Pz,2,0.6562281941433521,nonTarget
1,Fz,3,-0.500484189703535,nonTarget
1,Fc1,3,-0.9851406067812665,nonTarget
1,Fc2,3,-0.15110162965487295,nonTarget
1,C3,3,-1.0732007384403888,nonTarget
1,Cz,3,-0.63480290516372,nonTarget
1,C4,3,0.31136100017068064,nonTarget
1,Pz,3,-1.1837464427717208,nonTarget
1,Fz,4,2.6207022606852366,nonTarget
1,Fc1,4,2.4923504925213296,nonTarget
1,Fc2,4,1.9812123979547707,nonTarget
1,C3,4,2.0918591007314373,nonTarget
1,Cz,4,1.8807637080873292,nonTarget
1,C4,4,1.3959692081445407,nonTarget
1,Pz,4,1.306599982334598,nonTarget
1,Fz,5,-0.29769136262697204,nonTarget
1,Fc1,5,-0.21268928954408,nonTarget
1,Fc2,5,-0.4556967867977386,nonTarget
1,C3,5,-0.6833558594782743,nonTarget
1,Cz,5,-0.41566301766283953,nonTarget
1,C4,5,-1.036060044041225,nonTarget
1,Pz,5,-0.8746167718573513,nonTarget
1,Fz,6,-1.179852809679827,nonTarget
1,Fc1,6,-0.6927047666247139,nonTarget
1,Fc2,6,-1.0710374469706094,nonTarget
1,C3,6,0.047370530834624724,nonTarget
1,Cz,6,-0.878935358095653,nonTarget
1,C4,6,-0.8357516701131997,nonTarget
1,Pz,6,-0.6922334299368804,nonTarget
2,Fz,1,-1.1650235049029452,Target
2,Fc1,1,-2.9522643519025085,Target
2,Fc2,1,0.9007173199093883,Target
2,C3,1,-3.043717566342318,Target
2,Cz,1,-0.03730632742516166,Target
2,C4,1,0.2586672084228745,Target
2,Pz,1,-0.9656404077711147,Target
2,Fz,2,4.026639906953492,Target
2,Fc1,2,4.714704012806049,Target
2,Fc2,2,4.493708862722471,Target
