,0,1,2,3,4,5,6
-0.099609375,-0.3844246542653688,-0.04349289517211685,-0.15102293439120945,-0.07888593077210877,-0.13069733960961344,-0.4729629544886737,-0.2628422067297301
-0.09765625,-0.38156057425027207,-0.05095559065917614,-0.1464469954760456,-0.09164465338749934,-0.13561546389125534,-0.45781648002916764,-0.2616288024105619
-0.095703125,-0.383096128916622,-0.05933542889543635,-0.14086084393159007,-0.10143450112703853,-0.13847238354334804,-0.44198598316689003,-0.2626999317743911
-0.09375,-0.3855549505957179,-0.06820980626057131,-0.13591986026900266,-0.10640488716891419,-0.14055303278750078,-0.42515149046942646,-0.263292085274591
-0.091796875,-0.3839603364419218,-0.0755761007178733,-0.13188237516665685,-0.10477265233366369,-0.14254889441500657,-0.4062150217066962,-0.2601317231999282
-0.08984375,-0.3734340389532917,-0.07851398485733009,-0.1276467637136476,-0.09544665530575193,-0.1439910117781408,-0.3837749555470925,-0.25053202950065195
-0.087890625,-0.35090317975711816,-0.0743232869967687,-0.12126334825408154,-0.07854282206054251,-0.14309171055071684,-0.35674346213797903,-0.2332222397816943
-0.0859375,-0.3162785824755969,-0.06171608949617934,-0.11074730739300905,-0.055626445002879436,-0.1372077515607361,-0.3249379823722618,-0.20871127950026505
-0.083984375,-0.2726594611290113,-0.0416070485045787,-0.09492543539388654,-0.029590788015352615,-0.12388165847366336,-0.2894717799022024,-0.17916946103140946
-0.08203125,-0.22550690586040203,-0.01718843964443966,-0.07405271202052188,-0.004177414090798905,-0.1021306941366437,-0.2527996671393402,-0.14795107169299535
-0.080078125,-0.18112201277267556,0.006754926539945058,-0.050011316934066935,0.01675598515146691,-0.07346579047041452,-0.21834916730199144,-0.11893488245740043
-0.078125,-0.14498584651210833,0.02506250698903341,-0.026017570097977862,0.03005058605031425,-0.042127936412878486,-0.18976896903198595,-0.09582692035287546
-0.076171875,-0.12051603200284636,0.033546611160806115,-0.005901668069211779,0.03395723206649664,-0.01426382841407752,-0.1699413554291951,-0.08150388739766327
