,0,1,2,3,4,5,6
-0.099609375,-0.10894466558810872,0.17754894930841436,0.16487610504080152,0.17807561287430612,0.14296439531348226,-0.0762665862720702,0.005007713959891742
-0.09765625,-0.10221026150510358,0.17692341164608713,0.16199105050243562,0.16892495668618504,0.14506590632272698,-0.08081826676311363,0.007302451068944018
-0.095703125,-0.09349424154351706,0.17523575154354737,0.1583335344255593,0.15787929575800677,0.14451847301885254,-0.08691941858521915,0.011421037367376178
-0.09375,-0.08391718284955733,0.17107736874535656,0.1527223957563327,0.14539591868206656,0.13944403001190747,-0.09313169997183249,0.015488414431485928
-0.091796875,-0.07538591630585424,0.16370365250093885,0.1442087242569099,0.13230502721285897,0.12940023927448624,-0.09786709975768465,0.01791979978492356
-0.08984375,-0.06983972863477275,0.1531820386067218,0.13261372237663033,0.11944383821048182,0.11553919122233151,-0.09975552817639359,0.018081339196637847
-0.087890625,-0.06850117470377756,0.14026790349486426,0.11872409006726906,0.10731021007137495,0.10015812026296582,-0.09805740480185392,0.016447084773945197
-0.0859375,-0.07143360679897919,0.12608363324322897,0.10404121558255812,0.09591198044980137,0.08582664304906198,-0.0929743617308337,0.014203802005553892
-0.083984375,-0.07756011218682138,0.111746518285133,0.09019100083602753,0.08489843010770241,0.07444946804442834,-0.08570420820096324,0.01252388276377705
-0.08203125,-0.08509393291623678,0.09809273279025152,0.07826370572844896,0.0739190468337271,0.0666419145893795,-0.0781560786146087,0.011884147005835084
-0.080078125,-0.09216201075622273,0.08558408839876849,0.06839287633858557,0.06303129304221665,0.061654288192247206,-0.07236696297677574,0.011776855140613399
-0.078125,-0.0973425935119833,0.07439660418516787,0.05978155970527783,0.05294058920271564,0.05784881025094623,-0.06978746178581427,0.010964475412760577
-0.076171875,-0.09990450238872278,0.06461199014895831,0.05118352920874113,0.04492133336074246,0.0535069524225558,-0.07068056021653922,0.008166331137975852
-0.07421875,-0.09969387410965615,0.05639355390036376,0.04163254154125755,0.04040684527478252,0.047615468959040105,-0.0738683614102473,0.00285077309542087
-0.072265625,-0.09678688052279888,0.05004562699601322,0.031084433325244583,0.04039242126276832,0.04030129343267136,-0.07695801886401668,-0.004255956988213839
-0.0703125,-0.09113213492099959,0.04591992778291904,0.020659575252744762,0.04489923869200091,0.032747765333063276,-0.07701118779104493,-0.011212331840517967
-0.068359375,-0.08239499988242359,0.04421356257222447,0.012342246799375137,0.05274546333025572,0.026653945695666738,-0.07145494993819894,-0.015475679862234797
-0.06640625,-0.07009907934864591,0.04476602608090096,0.008234515482752466,0.061761160074971906,0.023493291709286896,-0.058931750775132095,-0.014843275634725792
-0.064453125,-0.05400221158303233,0.04696734981574634,0.009663905471352688,0.06940288960992484,0.023898749167077852,-0.03979786262014568,-0.008321286986050811
-0.0625,-0.034517535331842174,0.04983216253875289,0.016518464182291265,0.07354380076271387,0.027421703014967297,-0.016103587230138973,0.0034458213764711624
-0.060546875,-0.012950803627688707,0.05221423407430784,0.027099700496472364,0.0731237082360355,0.03273178106987928,0.00893108313385537,0.018357192852123918
-0.05859375,0.00860473725564206,0.053075205396304115,0.03857595364704051,0.06839159970885164,0.03813205337971647,0.03176697990500895,0.0335578018853517
-0.056640625,0.027728888361658325,0.051703874210552066,0.04787372950691781,0.06064224283388571,0.042143886562133664,0.049450647643426174,0.04635537888156913
-0.0546875,0.042346748647746686,0.047812853164529996,0.05266442702549888,0.05156587429242766,0.04391335779797538,0.060304811462980334,0.05497172220502754
-0.052734375,0.05136592329090828,0.04150208613030486,0.05206340056636099,0.04249959613764815,0.043297669704587816,0.0642257298336756,0.05884748206700591
