,0,1,2,3,4,5,6
-0.099609375,-0.1795152756562817,0.06522889592302529,0.008638685720369488,0.05415255745611491,-0.025214672813474823,-0.13613154860270218,-0.49017033715769726
-0.09765625,-0.17191065857426385,0.06714532051523639,0.0011580300094901853,0.04783283292841456,-0.022961903436519396,-0.15570706665901968,-0.471211823935212
-0.095703125,-0.16514028002068798,0.0680151357070792,-0.006852391230299576,0.044709247316977126,-0.016751011966682352,-0.1612706843589756,-0.44640054975748666
-0.09375,-0.15893147299224916,0.06682754495883653,-0.013109140551079122,0.04390625136149895,-0.008683033191245852,-0.1499557392187811,-0.4178394086191286
-0.091796875,-0.15187309424843962,0.06374475056432466,-0.014911780008325094,0.04450503840815613,-0.0008864231439413756,-0.12290747883829682,-0.3880108503155667
-0.08984375,-0.14221904578999586,0.05992115057517516,-0.010422111450912071,0.04582095134513638,0.005118505694463329,-0.08534731926305837,-0.3589294430651489
-0.087890625,-0.12895366901263633,0.05690251345858222,0.0002743808695699271,0.04751294785707813,0.008750789123347725,-0.04540043097673262,-0.3315828883784056
-0.0859375,-0.1125980209010048,0.055909984407503645,0.014856325204056386,0.04952566558895682,0.010346158570276556,-0.011923782281890337,-0.30582921028623883
-0.083984375,-0.09532211449423966,0.05734586452399246,0.029425712112987716,0.051927555625826884,0.010860007181706592,0.008054193898252824,-0.28072918474135256
-0.08203125,-0.0802274757453905,0.06072979692686766,0.03992706280080162,0.05473599318604565,0.011449752124749078,0.011478717026413099,-0.25513550631675336
-0.080078125,-0.07004317571422715,0.06504465644728372,0.043751660689214,0.05778822547281,0.013079264126539992,0.0002439946760556545,-0.2282900946799908
-0.078125,-0.06577863922405684,0.06927340736480982,0.04082827702748415,0.06069239736893757,0.01623169850455409,-0.019417447066279205,-0.20022283126125906
-0.076171875,-0.065948616629238,0.07283061794468418,0.03369472011705624,0.0628576965142936,0.020765917550599713,-0.039019086213578566,-0.17183378032662763
-0.07421875,-0.06678834184981637,0.0756696907984311,0.026464450228050836,0.0635866449234722,0.025923955962182933,-0.050712696931943885,-0.14465889778622792
